"id","nct_id","name","downcase_name"
48500722,"NCT02953626","Depression","depression"
49101297,"NCT02953691","Pain","pain"
48688063,"NCT02953860","Breast Cancer","breast cancer"
49378060,"NCT02953990","Depression","depression"
48785463,"NCT02954003","Obesity","obesity"
48581190,"NCT02954016","Obesity","obesity"
49025647,"NCT02954029","Coronary Artery Disease","coronary artery disease"
48572694,"NCT02954055","Breast Cancer","breast cancer"
48594754,"NCT02954211","Stroke","stroke"
48610256,"NCT02954289","Prostate Cancer","prostate cancer"
48756398,"NCT02954471","Breast Cancer","breast cancer"
49366916,"NCT02954510","Coronary Artery Disease","coronary artery disease"
49321396,"NCT02954627","Obesity","obesity"
48616575,"NCT02954783","Prostate Cancer","prostate cancer"
48973444,"NCT02955017","Obesity","obesity"
48533000,"NCT02955121","Coronary Artery Disease","coronary artery disease"
48817748,"NCT02955368","Hypertension","hypertension"
48871496,"NCT02955394","Breast Cancer","breast cancer"
48528947,"NCT02955472","Healthy","healthy"
49220554,"NCT02955537","Hypertension","hypertension"
48597697,"NCT02955719","Depression","depression"
48872245,"NCT02955784","Depression","depression"
48944582,"NCT02955940","Breast Cancer","breast cancer"
49083294,"NCT02955953","Healthy","healthy"
48936543,"NCT02956096","Stroke","stroke"
48733713,"NCT02956161","Healthy","healthy"
49278444,"NCT02956200","Stroke","stroke"
49198051,"NCT02956304","Healthy","healthy"
48641607,"NCT02956356","Obesity","obesity"
49039829,"NCT02956369","Obesity","obesity"
49144739,"NCT02956473","Breast Cancer","breast cancer"
49290746,"NCT02956590","Obesity","obesity"
48798732,"NCT02957149","Prostate Cancer","prostate cancer"
48917309,"NCT02957318","Obesity","obesity"
49077716,"NCT02957357","Prostate Cancer","prostate cancer"
48578449,"NCT02957539","Obesity","obesity"
48603113,"NCT02957799","Depression","depression"
48817482,"NCT02958085","Obesity","obesity"
48847671,"NCT02958098","Stroke","stroke"
48561947,"NCT02958228","Depression","depression"
48681796,"NCT02958631","Hypertension","hypertension"
49111720,"NCT02958670","Healthy","healthy"
48871305,"NCT02958774","Breast Cancer","breast cancer"
48954834,"NCT02958852","Breast Cancer","breast cancer"
48746407,"NCT02958943","Stroke","stroke"
49032265,"NCT02959021","Obesity","obesity"
49333814,"NCT02959307","Depression","depression"
48775715,"NCT02959710","Healthy","healthy"
49110345,"NCT02959762","Obesity","obesity"
48748123,"NCT02959814","Coronary Artery Disease","coronary artery disease"
49344781,"NCT02959931","Hypertension","hypertension"
49001145,"NCT02960009","Stroke","stroke"
49121064,"NCT02960022","Prostate Cancer","prostate cancer"
48639903,"NCT02960321","Coronary Artery Disease","coronary artery disease"
49230552,"NCT02960464","Depression","depression"
48579653,"NCT02960542","Obesity","obesity"
48579654,"NCT02960542","Cancer","cancer"
48920440,"NCT02960594","Breast Cancer","breast cancer"
49148811,"NCT02960737","Stroke","stroke"
49299788,"NCT02960776","Obesity","obesity"
48646352,"NCT02960945","Healthy","healthy"
48994908,"NCT02961088","Obesity","obesity"
49203040,"NCT02961192","Obesity","obesity"
49281197,"NCT02961738","Depression","depression"
49219108,"NCT02961946","Coronary Artery Disease","coronary artery disease"
49300268,"NCT02962375","Healthy","healthy"
48852540,"NCT02962440","Healthy","healthy"
48875713,"NCT02962531","Healthy","healthy"
49009321,"NCT02962583","Obesity","obesity"
49026603,"NCT02962778","Hypertension","hypertension"
48540867,"NCT02963051","Prostate Cancer","prostate cancer"
48695473,"NCT02963181","Hypertension","hypertension"
49033394,"NCT02963428","Obesity","obesity"
48663192,"NCT02963662","Obesity","obesity"
49000154,"NCT02963779","Healthy","healthy"
48628913,"NCT02963922","Obesity","obesity"
49314749,"NCT02963935","Obesity","obesity"
49232382,"NCT02964000","Pain","pain"
48935079,"NCT02964039","Stroke","stroke"
49016930,"NCT02964208","Stroke","stroke"
48582671,"NCT02964780","Obesity","obesity"
48548582,"NCT02965144","Depression","depression"
49159433,"NCT02965625","Coronary Artery Disease","coronary artery disease"
49176697,"NCT02965794","Cancer","cancer"
48960132,"NCT02965872","Healthy","healthy"
48993372,"NCT02965937","Depression","depression"
48826551,"NCT02966106","Depression","depression"
48950297,"NCT02966158","Coronary Artery Disease","coronary artery disease"
49340046,"NCT02966262","Coronary Artery Disease","coronary artery disease"
48726087,"NCT02966509","Prostate Cancer","prostate cancer"
49146464,"NCT02966548","Cancer","cancer"
48602667,"NCT02966665","Hypertension","hypertension"
48842005,"NCT02966912","Obesity","obesity"
49291543,"NCT02967757","Obesity","obesity"
49341127,"NCT02967835","Depression","depression"
48599071,"NCT02968329","Stroke","stroke"
48507789,"NCT02968784","Prostate Cancer","prostate cancer"
48899591,"NCT02968888","Healthy","healthy"
48539506,"NCT02969031","Cancer","cancer"
49002784,"NCT02969252","Healthy","healthy"
48979732,"NCT02969265","Hypertension","hypertension"
49185921,"NCT02969291","Breast Cancer","breast cancer"
48996722,"NCT02969421","Pain","pain"
49322199,"NCT02969564","Prostate Cancer","prostate cancer"
49147811,"NCT02969577","Prostate Cancer","prostate cancer"
49297110,"NCT02969603","Healthy","healthy"
48952354,"NCT02969876","Depression","depression"
48812214,"NCT02969967","Stroke","stroke"
49366497,"NCT02970279","Depression","depression"
48641067,"NCT02970786","Breast Cancer","breast cancer"
48722574,"NCT02970825","Depression","depression"
49382788,"NCT02970838","Obesity","obesity"
48896778,"NCT02971046","Healthy","healthy"
48830847,"NCT02971072","Pain","pain"
48587539,"NCT02971085","Prostate Cancer","prostate cancer"
49136183,"NCT02971137","Pain","pain"
49153580,"NCT02971371","Stroke","stroke"
48883084,"NCT02971605","Healthy","healthy"
48956442,"NCT02971722","Healthy","healthy"
49099920,"NCT02971826","Stroke","stroke"
48566565,"NCT02972008","Stroke","stroke"
49243858,"NCT02972060","Prostate Cancer","prostate cancer"
48734312,"NCT02972164","Obesity","obesity"
49243440,"NCT02972203","Depression","depression"
49156078,"NCT02972229","Pain","pain"
48644586,"NCT02972242","Coronary Artery Disease","coronary artery disease"
48691571,"NCT02972463","Healthy","healthy"
49347171,"NCT02972489","Coronary Artery Disease","coronary artery disease"
49012350,"NCT02972619","Hypertension","hypertension"
49151454,"NCT02972645","Healthy","healthy"
48585893,"NCT02972801","Cancer","cancer"
49317803,"NCT02972853","Depression","depression"
49135247,"NCT02973022","Cancer","cancer"
48622836,"NCT02973035","Hypertension","hypertension"
48689419,"NCT02973048","Pain","pain"
48847247,"NCT02973399","Cancer","cancer"
49283629,"NCT02973438","Obesity","obesity"
48786469,"NCT02973529","Coronary Artery Disease","coronary artery disease"
49208250,"NCT02973568","Pain","pain"
49309423,"NCT02973607","Hypertension","hypertension"
48897460,"NCT02974114","Pain","pain"
49150225,"NCT02974192","Stroke","stroke"
49110115,"NCT02974231","Prostate Cancer","prostate cancer"
49319663,"NCT02974478","Healthy","healthy"
48535818,"NCT02974530","Stroke","stroke"
49209754,"NCT02974569","Cancer","cancer"
48958513,"NCT02975037","Healthy","healthy"
49047783,"NCT02975245","Cancer","cancer"
49297134,"NCT02975362","Stroke","stroke"
48708530,"NCT02975427","Obesity","obesity"
49337126,"NCT02975505","Hypertension","hypertension"
49333866,"NCT02975518","Coronary Artery Disease","coronary artery disease"
48766122,"NCT02975648","Coronary Artery Disease","coronary artery disease"
48992906,"NCT02975778","Pain","pain"
48930979,"NCT02975856","Healthy","healthy"
48754725,"NCT02976506","Hypertension","hypertension"
49019841,"NCT02976558","Depression","depression"
48927478,"NCT02977403","Obesity","obesity"
48536684,"NCT02977884","Hypertension","hypertension"
48744356,"NCT02977923","Pain","pain"
48765007,"NCT02978014","Cancer","cancer"
48620104,"NCT02978040","Coronary Artery Disease","coronary artery disease"
48702337,"NCT02978079","Stroke","stroke"
49197990,"NCT02978105","Obesity","obesity"
48909828,"NCT02978586","Prostate Cancer","prostate cancer"
48909829,"NCT02978586","Breast Cancer","breast cancer"
48596931,"NCT02978716","Breast Cancer","breast cancer"
48503711,"NCT02978794","Stroke","stroke"
49316969,"NCT02979197","Hypertension","hypertension"
49269004,"NCT02979496","Healthy","healthy"
49056323,"NCT02980354","Stroke","stroke"
48621277,"NCT02980432","Healthy","healthy"
49197312,"NCT02980744","Stroke","stroke"
48542124,"NCT02980796","Stroke","stroke"
48899527,"NCT02980848","Breast Cancer","breast cancer"
49131391,"NCT02980900","Healthy","healthy"
49132845,"NCT02981160","Obesity","obesity"
49107311,"NCT02981251","Hypertension","hypertension"
49240907,"NCT02981368","Prostate Cancer","prostate cancer"
48529077,"NCT02981381","Depression","depression"
48891423,"NCT02981797","Prostate Cancer","prostate cancer"
48574878,"NCT02982213","Pain","pain"
49230058,"NCT02982421","Breast Cancer","breast cancer"
49165519,"NCT02982655","Hypertension","hypertension"
48564108,"NCT02982928","Obesity","obesity"
49374951,"NCT02983071","Breast Cancer","breast cancer"
49282089,"NCT02983201","Pain","pain"
48852483,"NCT02983305","Healthy","healthy"
48617123,"NCT02983721","Coronary Artery Disease","coronary artery disease"
48642801,"NCT02983877","Hypertension","hypertension"
49074267,"NCT02983890","Healthy","healthy"
49356091,"NCT02984189","Healthy","healthy"
48900603,"NCT02984306","Healthy","healthy"
48583031,"NCT02984319","Healthy","healthy"
49107604,"NCT02984345","Healthy","healthy"
49369584,"NCT02984358","Healthy","healthy"
49279769,"NCT02984605","Obesity","obesity"
48794444,"NCT02984852","Healthy","healthy"
49043672,"NCT02985073","Breast Cancer","breast cancer"
49353483,"NCT02985307","Obesity","obesity"
49211843,"NCT02985463","Stroke","stroke"
49042045,"NCT02985606","Healthy","healthy"
49218993,"NCT02985853","Obesity","obesity"
49332606,"NCT02985957","Prostate Cancer","prostate cancer"
48883255,"NCT02986152","Cancer","cancer"
49086335,"NCT02986464","Pain","pain"
48640490,"NCT02986659","Coronary Artery Disease","coronary artery disease"
48640493,"NCT02986659","Hypertension","hypertension"
49177824,"NCT02987361","Stroke","stroke"
48984404,"NCT02987452","Hypertension","hypertension"
48914484,"NCT02987491","Obesity","obesity"
49158378,"NCT02987582","Depression","depression"
49149100,"NCT02988076","Depression","depression"
48604586,"NCT02988193","Hypertension","hypertension"
48633492,"NCT02988245","Hypertension","hypertension"
48950117,"NCT02988271","Depression","depression"
49283272,"NCT02988284","Healthy","healthy"
48672375,"NCT02988362","Hypertension","hypertension"
48555852,"NCT02988375","Depression","depression"
48812010,"NCT02988492","Stroke","stroke"
49349813,"NCT02988531","Coronary Artery Disease","coronary artery disease"
48759381,"NCT02988648","Breast Cancer","breast cancer"
48856263,"NCT02988830","Pain","pain"
49207045,"NCT02988999","Obesity","obesity"
48896322,"NCT02989142","Obesity","obesity"
49111146,"NCT02989389","Healthy","healthy"
48864416,"NCT02989467","Healthy","healthy"
48660572,"NCT02989623","Prostate Cancer","prostate cancer"
48769472,"NCT02989727","Depression","depression"
49357428,"NCT02989740","Coronary Artery Disease","coronary artery disease"
48620899,"NCT02990494","Obesity","obesity"
49387791,"NCT02990663","Hypertension","hypertension"
49090015,"NCT02991079","Healthy","healthy"
49263907,"NCT02991222","Healthy","healthy"
48886182,"NCT02991261","Healthy","healthy"
48593785,"NCT02991534","Hypertension","hypertension"
48593788,"NCT02991534","Obesity","obesity"
48897130,"NCT02992405","Cancer","cancer"
48897131,"NCT02992405","Depression","depression"
49118692,"NCT02992431","Hypertension","hypertension"
48682442,"NCT02992821","Stroke","stroke"
48555779,"NCT02993497","Prostate Cancer","prostate cancer"
49163591,"NCT02993627","Obesity","obesity"
48912365,"NCT02994186","Obesity","obesity"
49035747,"NCT02994225","Breast Cancer","breast cancer"
48706679,"NCT02994420","Obesity","obesity"
48837740,"NCT02994511","Cancer","cancer"
49363089,"NCT02994732","Healthy","healthy"
48524374,"NCT02994914","Breast Cancer","breast cancer"
48813183,"NCT02995213","Stroke","stroke"
48799252,"NCT02995330","Prostate Cancer","prostate cancer"
49381938,"NCT02995395","Healthy","healthy"
48750511,"NCT02995434","Cancer","cancer"
48499243,"NCT02995603","Cancer","cancer"
48733938,"NCT02995616","Stroke","stroke"
48500427,"NCT02995772","Breast Cancer","breast cancer"
48814265,"NCT02995941","Pain","pain"
48687704,"NCT02995954","Hypertension","hypertension"
49235034,"NCT02995980","Breast Cancer","breast cancer"
48683663,"NCT02996565","Hypertension","hypertension"
48919156,"NCT02996591","Pain","pain"
48748473,"NCT02996877","Coronary Artery Disease","coronary artery disease"
48886707,"NCT02996903","Coronary Artery Disease","coronary artery disease"
48718667,"NCT02997527","Healthy","healthy"
49171566,"NCT02997696","Pain","pain"
49326319,"NCT02997709","Prostate Cancer","prostate cancer"
48586298,"NCT02997917","Healthy","healthy"
48732633,"NCT02997995","Breast Cancer","breast cancer"
49114566,"NCT02998099","Healthy","healthy"
49097244,"NCT02998853","Coronary Artery Disease","coronary artery disease"
49334812,"NCT02998944","Hypertension","hypertension"
49334815,"NCT02998944","Coronary Artery Disease","coronary artery disease"
49334816,"NCT02998944","Obesity","obesity"
49324104,"NCT02999074","Breast Cancer","breast cancer"
49365035,"NCT02999256","Healthy","healthy"
48892224,"NCT02999464","Stroke","stroke"
48583986,"NCT02999477","Breast Cancer","breast cancer"
49042554,"NCT02999529","Cancer","cancer"
49158677,"NCT02999607","Depression","depression"
49063937,"NCT02999841","Obesity","obesity"
48551331,"NCT02999971","Stroke","stroke"
49340099,"NCT03000140","Hypertension","hypertension"
49325591,"NCT03000283","Stroke","stroke"
49123505,"NCT03000803","Obesity","obesity"
48595588,"NCT03000842","Hypertension","hypertension"
48843919,"NCT03000920","Breast Cancer","breast cancer"
48918929,"NCT03001063","Depression","depression"
49291888,"NCT03001271","Hypertension","hypertension"
48800970,"NCT03001583","Obesity","obesity"
48538540,"NCT03001713","Stroke","stroke"
48795182,"NCT03001843","Obesity","obesity"
48869468,"NCT03001869","Prostate Cancer","prostate cancer"
49386145,"NCT03001895","Prostate Cancer","prostate cancer"
48734327,"NCT03002025","Healthy","healthy"
49322646,"NCT03002220","Prostate Cancer","prostate cancer"
49022311,"NCT03002558","Hypertension","hypertension"
48595083,"NCT03002675","Obesity","obesity"
48910713,"NCT03002779","Healthy","healthy"
49095072,"NCT03002896","Depression","depression"
48935348,"NCT03002935","Healthy","healthy"
49227139,"NCT03003403","Obesity","obesity"
49076402,"NCT03003442","Healthy","healthy"
48913921,"NCT03003871","Stroke","stroke"
49118952,"NCT03003897","Obesity","obesity"
48864279,"NCT03004430","Depression","depression"
49316413,"NCT03004443","Depression","depression"
48940204,"NCT03004508","Healthy","healthy"
48751990,"NCT03004560","Obesity","obesity"
49215660,"NCT03004755","Cancer","cancer"
49249921,"NCT03004872","Depression","depression"
48819324,"NCT03004976","Stroke","stroke"
49291499,"NCT03005210","Healthy","healthy"
49042339,"NCT03005223","Healthy","healthy"
49153215,"NCT03005340","Healthy","healthy"
49055557,"NCT03005457","Stroke","stroke"
48940168,"NCT03005834","Cancer","cancer"
49187767,"NCT03006172","Breast Cancer","breast cancer"
49390532,"NCT03006328","Obesity","obesity"
48615327,"NCT03006393","Depression","depression"
49086595,"NCT03006562","Prostate Cancer","prostate cancer"
48746150,"NCT03006614","Breast Cancer","breast cancer"
48688943,"NCT03006731","Stroke","stroke"
48570492,"NCT03007459","Depression","depression"
49134166,"NCT03007693","Healthy","healthy"
48711692,"NCT03007979","Breast Cancer","breast cancer"
49117909,"NCT03008096","Obesity","obesity"
48975619,"NCT03008486","Stroke","stroke"
48710658,"NCT03008954","Obesity","obesity"
49047963,"NCT03008993","Cancer","cancer"
49231185,"NCT03009474","Hypertension","hypertension"
48957738,"NCT03009487","Hypertension","hypertension"
48768591,"NCT03009695","Obesity","obesity"
48531427,"NCT03009721","Hypertension","hypertension"
48682807,"NCT03009760","Healthy","healthy"
48680157,"NCT03009825","Obesity","obesity"
49338092,"NCT03009981","Prostate Cancer","prostate cancer"
48837647,"NCT03010059","Healthy","healthy"
48815187,"NCT03010267","Healthy","healthy"
48855609,"NCT03010475","Healthy","healthy"
48993411,"NCT03010683","Coronary Artery Disease","coronary artery disease"
48494716,"NCT03011216","Depression","depression"
48839266,"NCT03011606","Prostate Cancer","prostate cancer"
49312733,"NCT03011619","Depression","depression"
49051261,"NCT03011801","Depression","depression"
49184125,"NCT03011970","Healthy","healthy"
49367180,"NCT03012113","Obesity","obesity"
48892604,"NCT03013179","Hypertension","hypertension"
49373512,"NCT03013543","Obesity","obesity"
49060104,"NCT03013712","Prostate Cancer","prostate cancer"
49026502,"NCT03013907","Hypertension","hypertension"
48598104,"NCT03014375","Hypertension","hypertension"
49138772,"NCT03014414","Obesity","obesity"
48612116,"NCT03014791","Hypertension","hypertension"
48585834,"NCT03014973","Prostate Cancer","prostate cancer"
48863534,"NCT03015207","Obesity","obesity"
49177954,"NCT03015363","Hypertension","hypertension"
49312880,"NCT03015545","Stroke","stroke"
49231000,"NCT03016065","Healthy","healthy"
48965252,"NCT03016221","Healthy","healthy"
48665794,"NCT03016351","Hypertension","hypertension"
48635309,"NCT03016364","Pain","pain"
49042439,"NCT03016481","Depression","depression"
49278433,"NCT03016494","Healthy","healthy"
48842479,"NCT03016520","Healthy","healthy"
48801557,"NCT03016546","Depression","depression"
49183095,"NCT03016624","Coronary Artery Disease","coronary artery disease"
48790934,"NCT03017248","Pain","pain"
48642185,"NCT03017313","Prostate Cancer","prostate cancer"
49073672,"NCT03017391","Cancer","cancer"
49010450,"NCT03017404","Breast Cancer","breast cancer"
48517708,"NCT03017417","Prostate Cancer","prostate cancer"
48564942,"NCT03017456","Prostate Cancer","prostate cancer"
48625872,"NCT03017794","Prostate Cancer","prostate cancer"
49351748,"NCT03017950","Hypertension","hypertension"
48746729,"NCT03018132","Depression","depression"
48602606,"NCT03018561","Coronary Artery Disease","coronary artery disease"
48525619,"NCT03019146","Hypertension","hypertension"
48901380,"NCT03019393","Healthy","healthy"
48621717,"NCT03019432","Stroke","stroke"
48762879,"NCT03019549","Healthy","healthy"
48799152,"NCT03019744","Stroke","stroke"
49343758,"NCT03019822","Healthy","healthy"
49069655,"NCT03019991","Healthy","healthy"
49186435,"NCT03020134","Healthy","healthy"
49136107,"NCT03020316","Coronary Artery Disease","coronary artery disease"
48613995,"NCT03020433","Stroke","stroke"
48676155,"NCT03020576","Stroke","stroke"
48956407,"NCT03020784","Healthy","healthy"
48878894,"NCT03020836","Hypertension","hypertension"
48967673,"NCT03021252","Stroke","stroke"
49350823,"NCT03021265","Hypertension","hypertension"
48494187,"NCT03021382","Coronary Artery Disease","coronary artery disease"
48727532,"NCT03021642","Healthy","healthy"
48825511,"NCT03021928","Stroke","stroke"
48905654,"NCT03022071","Depression","depression"
49225324,"NCT03022682","Obesity","obesity"
48720346,"NCT03023020","Coronary Artery Disease","coronary artery disease"
49323986,"NCT03023449","Stroke","stroke"
48675087,"NCT03023761","Pain","pain"
49199019,"NCT03023826","Healthy","healthy"
48643117,"NCT03023852","Healthy","healthy"
48844361,"NCT03024151","Depression","depression"
49223152,"NCT03024190","Stroke","stroke"
48816556,"NCT03024385","Depression","depression"
49270037,"NCT03024476","Hypertension","hypertension"
49047478,"NCT03024528","Pain","pain"
49098582,"NCT03024567","Healthy","healthy"
49323101,"NCT03024879","Healthy","healthy"
49323102,"NCT03024879","Obesity","obesity"
49319347,"NCT03025009","Healthy","healthy"
49383014,"NCT03025022","Healthy","healthy"
49144784,"NCT03025035","Breast Cancer","breast cancer"
49367794,"NCT03025061","Healthy","healthy"
48792875,"NCT03025217","Obesity","obesity"
48939762,"NCT03025451","Hypertension","hypertension"
49082548,"NCT03025633","Prostate Cancer","prostate cancer"
48677406,"NCT03025685","Coronary Artery Disease","coronary artery disease"
48942929,"NCT03025776","Stroke","stroke"
49340272,"NCT03026010","Hypertension","hypertension"
49169967,"NCT03026296","Obesity","obesity"
48953536,"NCT03026309","Depression","depression"
48848882,"NCT03026426","Depression","depression"
48848884,"NCT03026426","Hypertension","hypertension"
49374207,"NCT03026465","Coronary Artery Disease","coronary artery disease"
49380368,"NCT03026712","Stroke","stroke"
49052140,"NCT03027206","Pain","pain"
48684613,"NCT03027453","Stroke","stroke"
49170942,"NCT03027518","Healthy","healthy"
49288387,"NCT03027791","Hypertension","hypertension"
49189347,"NCT03027856","Coronary Artery Disease","coronary artery disease"
48825219,"NCT03027869","Healthy","healthy"
48721000,"NCT03027986","Prostate Cancer","prostate cancer"
48776557,"NCT03028025","Coronary Artery Disease","coronary artery disease"
49252709,"NCT03028233","Obesity","obesity"
48876340,"NCT03028558","Healthy","healthy"
48807611,"NCT03028584","Breast Cancer","breast cancer"
48807612,"NCT03028584","Prostate Cancer","prostate cancer"
48658937,"NCT03028597","Hypertension","hypertension"
49186833,"NCT03028844","Pain","pain"
49219825,"NCT03028935","Obesity","obesity"
49179013,"NCT03029182","Obesity","obesity"
49179014,"NCT03029182","Breast Cancer","breast cancer"
48789193,"NCT03029416","Cancer","cancer"
49215606,"NCT03029507","Obesity","obesity"
48892005,"NCT03029533","Prostate Cancer","prostate cancer"
48848300,"NCT03029572","Obesity","obesity"
48790097,"NCT03029650","Healthy","healthy"
48825199,"NCT03029767","Hypertension","hypertension"
48905662,"NCT03029936","Obesity","obesity"
48822949,"NCT03030391","Healthy","healthy"
49080503,"NCT03030625","Prostate Cancer","prostate cancer"
49055425,"NCT03030885","Prostate Cancer","prostate cancer"
49366720,"NCT03031093","Obesity","obesity"
48667912,"NCT03031496","Hypertension","hypertension"
48845042,"NCT03031613","Prostate Cancer","prostate cancer"
48928026,"NCT03031821","Prostate Cancer","prostate cancer"
48984317,"NCT03031886","Obesity","obesity"
48938313,"NCT03031951","Obesity","obesity"
48651283,"NCT03032107","Breast Cancer","breast cancer"
48494235,"NCT03032120","Obesity","obesity"
49345729,"NCT03032315","Healthy","healthy"
48697623,"NCT03032471","Stroke","stroke"
48880185,"NCT03032588","Healthy","healthy"
48648084,"NCT03032640","Obesity","obesity"
48736884,"NCT03032952","Depression","depression"
48942305,"NCT03033030","Breast Cancer","breast cancer"
48731232,"NCT03033186","Breast Cancer","breast cancer"
48871693,"NCT03033589","Pain","pain"
49031560,"NCT03033862","Coronary Artery Disease","coronary artery disease"
49205024,"NCT03033953","Healthy","healthy"
48827869,"NCT03034109","Stroke","stroke"
48504125,"NCT03034148","Coronary Artery Disease","coronary artery disease"
49365131,"NCT03034265","Hypertension","hypertension"
49225260,"NCT03034330","Stroke","stroke"
49244799,"NCT03034486","Healthy","healthy"
48653673,"NCT03034590","Stroke","stroke"
48690249,"NCT03034629","Healthy","healthy"
48582348,"NCT03034681","Pain","pain"
49364478,"NCT03034720","Depression","depression"
49214310,"NCT03034902","Stroke","stroke"
48760213,"NCT03034941","Obesity","obesity"
49007995,"NCT03034980","Coronary Artery Disease","coronary artery disease"
48529663,"NCT03035032","Prostate Cancer","prostate cancer"
48628235,"NCT03035149","Obesity","obesity"
49086197,"NCT03035162","Stroke","stroke"
49270287,"NCT03035357","Prostate Cancer","prostate cancer"
49288955,"NCT03035487","Prostate Cancer","prostate cancer"
48994028,"NCT03035578","Pain","pain"
49047858,"NCT03035734","Healthy","healthy"
49200415,"NCT03035773","Cancer","cancer"
48990932,"NCT03035929","Healthy","healthy"
48887513,"NCT03036033","Stroke","stroke"
48930263,"NCT03036228","Cancer","cancer"
49298237,"NCT03036475","Breast Cancer","breast cancer"
48525306,"NCT03036501","Healthy","healthy"
49302210,"NCT03036800","Obesity","obesity"
49104844,"NCT03036943","Breast Cancer","breast cancer"
48758795,"NCT03037216","Healthy","healthy"
48577465,"NCT03037502","Obesity","obesity"
48552205,"NCT03038074","Healthy","healthy"
49320090,"NCT03038451","Hypertension","hypertension"
49213079,"NCT03038854","Healthy","healthy"
49016212,"NCT03038867","Depression","depression"
48874873,"NCT03039205","Coronary Artery Disease","coronary artery disease"
49130558,"NCT03039751","Coronary Artery Disease","coronary artery disease"
48917352,"NCT03040362","Healthy","healthy"
48786011,"NCT03040388","Depression","depression"
49177065,"NCT03040518","Obesity","obesity"
48713551,"NCT03040791","Prostate Cancer","prostate cancer"
48654206,"NCT03040947","Hypertension","hypertension"
49289393,"NCT03041129","Obesity","obesity"
49349596,"NCT03041545","Breast Cancer","breast cancer"
49244141,"NCT03041571","Cancer","cancer"
48660941,"NCT03041792","Obesity","obesity"
49291673,"NCT03041831","Obesity","obesity"
49377955,"NCT03042234","Obesity","obesity"
48560414,"NCT03042442","Pain","pain"
48527764,"NCT03042455","Stroke","stroke"
48960023,"NCT03042468","Prostate Cancer","prostate cancer"
48833414,"NCT03042494","Healthy","healthy"
49083907,"NCT03042845","Coronary Artery Disease","coronary artery disease"
48682810,"NCT03042897","Obesity","obesity"
48669189,"NCT03042988","Hypertension","hypertension"
49092112,"NCT03043053","Obesity","obesity"
48722599,"NCT03043248","Healthy","healthy"
48710697,"NCT03043521","Healthy","healthy"
49139936,"NCT03043573","Depression","depression"
49258611,"NCT03043794","Breast Cancer","breast cancer"
48814480,"NCT03043807","Prostate Cancer","prostate cancer"
49067159,"NCT03043963","Hypertension","hypertension"
49357270,"NCT03043989","Prostate Cancer","prostate cancer"
49372482,"NCT03044197","Prostate Cancer","prostate cancer"
48851185,"NCT03044327","Healthy","healthy"
49137665,"NCT03044795","Cancer","cancer"
49214583,"NCT03045341","Obesity","obesity"
49034293,"NCT03045432","Stroke","stroke"
49390657,"NCT03045575","Breast Cancer","breast cancer"
48715473,"NCT03045679","Obesity","obesity"
48654698,"NCT03045913","Coronary Artery Disease","coronary artery disease"
49217601,"NCT03046030","Pain","pain"
48873886,"NCT03046147","Obesity","obesity"
48503870,"NCT03046212","Pain","pain"
49215385,"NCT03046225","Pain","pain"
48751296,"NCT03046420","Hypertension","hypertension"
48506656,"NCT03046459","Healthy","healthy"
48931249,"NCT03046550","Healthy","healthy"
48653292,"NCT03046823","Obesity","obesity"
48799200,"NCT03046940","Healthy","healthy"
48761931,"NCT03047005","Obesity","obesity"
49201827,"NCT03047018","Obesity","obesity"
48913963,"NCT03047317","Healthy","healthy"
48860024,"NCT03047512","Depression","depression"
49325106,"NCT03047655","Obesity","obesity"
49325107,"NCT03047655","Hypertension","hypertension"
48505356,"NCT03047668","Obesity","obesity"
48505358,"NCT03047668","Hypertension","hypertension"
49152003,"NCT03048370","Healthy","healthy"
49275051,"NCT03048578","Obesity","obesity"
49013700,"NCT03048708","Obesity","obesity"
49334620,"NCT03048734","Hypertension","hypertension"
49319976,"NCT03048916","Stroke","stroke"
49344268,"NCT03048968","Stroke","stroke"
49344269,"NCT03048968","Healthy","healthy"
48833686,"NCT03049085","Coronary Artery Disease","coronary artery disease"
48545488,"NCT03049657","Coronary Artery Disease","coronary artery disease"
48565423,"NCT03049696","Obesity","obesity"
49117859,"NCT03049800","Healthy","healthy"
48805927,"NCT03049995","Coronary Artery Disease","coronary artery disease"
49078847,"NCT03050177","Healthy","healthy"
48507150,"NCT03050346","Coronary Artery Disease","coronary artery disease"
48547254,"NCT03050398","Breast Cancer","breast cancer"
49113830,"NCT03050489","Coronary Artery Disease","coronary artery disease"
49052280,"NCT03050541","Healthy","healthy"
49105914,"NCT03050567","Stroke","stroke"
48555953,"NCT03050840","Obesity","obesity"
48707144,"NCT03050996","Prostate Cancer","prostate cancer"
49152224,"NCT03051191","Cancer","cancer"
48911926,"NCT03051204","Healthy","healthy"
49188726,"NCT03051412","Pain","pain"
48543609,"NCT03051659","Breast Cancer","breast cancer"
48901688,"NCT03051685","Healthy","healthy"
48801193,"NCT03051828","Breast Cancer","breast cancer"
48523942,"NCT03052114","Stroke","stroke"
49209701,"NCT03052530","Coronary Artery Disease","coronary artery disease"
48650864,"NCT03052712","Stroke","stroke"
48739954,"NCT03052803","Coronary Artery Disease","coronary artery disease"
48945855,"NCT03052855","Depression","depression"
48686077,"NCT03053154","Stroke","stroke"
48874473,"NCT03053193","Breast Cancer","breast cancer"
49344970,"NCT03053323","Depression","depression"
